"species","species_id","phenophase_id","common_name","phenophase_description","intensity_value","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","daylength","individual_id","year","day_of_year"
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",-0.64,8.97,11.64,22.35,51149,29874,2012,196
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",-0.64,8.97,11.64,22.35,51149,29875,2012,196
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Twin Creeks 2 ",582,"<800m",-0.64,8.97,11.64,22.35,39398,48095,2012,291
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Twin Creeks Nature Trail",581,"<800m",-0.64,8.97,11.64,22.35,39053,29880,2012,295
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29894,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29895,2012,187
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29897,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29898,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29899,2012,187
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29900,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29901,2012,187
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29902,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29903,2012,191
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29904,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29905,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29906,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29907,2012,187
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29908,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29909,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,29910,2012,187
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,48476,2012,187
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,48477,2012,187
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Newfound Gap",1529,">1300m",-2.82,6.31,7.91,17.46,51494,48479,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29912,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29913,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29914,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29915,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29916,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29917,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29918,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29919,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29921,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29922,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29923,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29925,2012,187
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,29926,2012,187
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,46310,48480,2012,241
"pensylvanica",1189,483,"pin cherry","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,46310,48481,2012,241
"alleghaniensis",97,483,"yellow birch","Leaves","95% or more","GRSM-Clingmans Dome Rd.",1794,">1300m",-3.76,5.08,5.95,14.92,51494,77754,2012,187
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29928,2012,150
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29930,2012,150
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29931,2012,150
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29932,2012,150
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29934,2012,150
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29935,2012,150
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51149,29939,2012,150
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Mingus Mill",634,"<800m",-1.19,8.38,11.69,22.39,51494,48473,2012,191
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29941,2012,185
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29942,2012,185
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29949,2012,185
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29950,2012,185
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29951,2012,185
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29952,2012,185
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29955,2012,185
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29956,2012,185
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29957,2012,185
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,29958,2012,185
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Deep creek ",568,"<800m",-1.14,8.53,11.87,22.55,51494,56415,2012,185
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-OVC",612,"<800m",-1.02,8.61,12.11,22.96,51149,29960,2012,150
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-OVC",612,"<800m",-1.02,8.61,12.11,22.96,51149,29962,2012,150
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-OVC",612,"<800m",-1.02,8.61,12.11,22.96,51149,29963,2012,150
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",-1.02,8.61,12.11,22.96,51149,48462,2012,150
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",-1.02,8.61,12.11,22.96,51149,48464,2012,150
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-OVC",612,"<800m",-1.02,8.61,12.11,22.96,51149,48465,2012,150
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30491,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30494,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30495,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30497,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30498,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30499,2012,208
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30501,2012,208
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30502,2012,208
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30503,2012,208
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30504,2012,208
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30505,2012,208
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,30506,2012,208
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,50699,2012,208
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,50736,2012,208
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,50737,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Greenbrier",439,"<800m",-0.27,9.52,12.35,23.24,50112,50738,2012,208
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33245,2012,123
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33247,2012,123
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33248,2012,123
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33250,2012,123
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33251,2012,123
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33252,2012,123
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33253,2012,123
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,43891,33255,2012,258
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,45965,33256,2012,100
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,45965,33257,2012,100
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33260,2012,123
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,44928,33262,2012,94
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33263,2012,123
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,45965,33264,2012,100
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,48730,33266,2012,123
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-West Prong",594,"<800m",-0.19,9.41,11.95,22.83,44928,75730,2012,94
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-0.15,9.52,12.1,23.06,49766,33124,2012,132
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-0.15,9.52,12.1,23.06,49075,33131,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-0.15,9.52,12.1,23.06,48038,33134,2012,118
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-0.15,9.52,12.1,23.06,49075,33135,2012,125
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Marcs Trail",510,"<800m",-0.15,9.52,12.1,23.06,50458,75839,2012,139
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-0.15,9.52,12.1,23.06,45965,33191,2012,102
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-0.15,9.52,12.1,23.06,45965,33192,2012,102
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-0.15,9.52,12.1,23.06,45965,33193,2012,102
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-0.15,9.52,12.1,23.06,45965,33195,2012,102
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Falls Trail",444,"<800m",-0.15,9.52,12.1,23.06,45965,33197,2012,102
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33136,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49766,33138,2012,132
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,50458,33139,2012,139
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,50458,33140,2012,139
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49766,33141,2012,132
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49766,33142,2012,132
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33145,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,48038,33146,2012,118
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33148,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33151,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33153,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,48038,33156,2012,118
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33157,2012,125
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,33158,2012,125
"alba",100,483,"white oak","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,48038,33160,2012,118
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,75569,2012,125
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,75570,2012,125
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,43200,75571,2012,264
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,75572,2012,125
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,49075,75573,2012,125
"arboreum",1187,483,"sourwood","Leaves","95% or more","GRSM-Tremont-Lumber Ridge",512,"<800m",-0.15,9.52,12.1,23.06,43200,75574,2012,264
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,33166,2012,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,43891,33169,2012,259
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,49421,33170,2012,131
"caroliniana",823,483,"American hornbeam","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,33172,2012,121
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,43891,33175,2012,259
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,33176,2012,121
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,45274,33179,2012,96
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,43891,33180,2012,259
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,33182,2012,121
"grandifolia",79,483,"American beech","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,33184,2012,121
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,33185,2012,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,48384,75738,2012,121
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,45274,75833,2012,96
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Dorsey Branch",423,"<800m",-0.2,9.39,11.89,22.77,45274,75834,2012,96
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,45965,33200,2012,102
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,49421,33205,2012,131
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,49421,33206,2012,131
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,43891,33208,2012,258
"lenta",98,483,"sweet birch","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,49421,33209,2012,131
"tulipifera",82,483,"tuliptree","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,49421,33211,2012,131
"saccharum",61,483,"sugar maple","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,48384,33212,2012,120
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,45274,75740,2012,96
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,45274,75741,2012,96
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-Tremont-Cemetery",435,"<800m",-0.15,9.52,12.1,23.06,45965,75742,2012,102
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-3.28,0.77,6.69,11.77,51149,23058,2013,148
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-3.28,0.77,6.69,11.77,51149,23066,2013,148
"rubrum",3,483,"red maple","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-3.28,0.77,6.69,11.77,51149,23068,2013,148
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-3.28,0.77,6.69,11.77,50458,42716,2013,142
"flava",1172,483,"yellow buckeye","Leaves","95% or more","GRSM-PKnob Upper Plot",1505,">1300m",-3.28,0.77,6.69,11.77,50458,42718,2013,142
